date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:09:05	13596/13596	---M--	200	added ('OK')	text/html	etag:%22351c-59c4e9d7c19d4%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/fa-regular-400.woff2	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/fa-regular-400.html	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
20:09:06	16804/16804	---M--	200	added ('OK')	application/font-woff	etag:%2241a4-59c4e9d7c19d4%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/fa-regular-400.woff	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/fa-regular-400.woff	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
20:09:07	34096/34096	---M--	200	added ('OK')	application/font-sfnt	etag:%228530-59c4e9d7c19d4%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/fa-regular-400.ttf	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/fa-regular-400.ttf	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
20:09:08	144452/144452	---M--	200	added ('OK')	image/svg+xml	etag:%2223444-59c4e9d7c19d4%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/fa-regular-400.svg	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/fa-regular-400.svg	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
20:09:15	192122/192122	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222ee7a-59c4e9d7c2974%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900.eot	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900.eot	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
20:09:21	192122/192122	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222ee7a-59c4e9d7c2974%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900.eot?	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900d41d.eot	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
20:09:21	75356/75356	---M--	200	added ('OK')	text/html	etag:%221265c-59c4e9d7c96d4%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900.woff2	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900.html	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
20:09:22	98020/98020	---M--	200	added ('OK')	application/font-woff	etag:%2217ee4-59c4e9d7c96d4%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900.woff	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900.woff	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
20:09:29	191836/191836	---M--	200	added ('OK')	application/font-sfnt	etag:%222ed5c-59c4e9d7c8734%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900.ttf	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/fa-solid-900.ttf	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
20:09:35	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-59c4e9d7bcbb3%22	https://themesbrand.com/skote/layouts/vertical/assets/fonts/dripicons-v2.eot	/home/nivya/websites/template1/themesbrand.com/skote/layouts/vertical/assets/fonts/dripicons-v2.eot	(from https://themesbrand.com/skote/layouts/vertical/assets/css/icons.min.css)
